"RDB$RELATION_NAME","RDB$FIELD_NAME","CMT"
"BOM                            ","ACTIVEFLAG                     ","COMMENT ON COLUMNBOM.ACTIVEFLAG ID 'X' ; "
"BOM                            ","AUTOCREATETYPEID               ","COMMENT ON COLUMNBOM.AUTOCREATETYPEID ID 'X' ; "
"BOM                            ","CONFIGURABLE                   ","COMMENT ON COLUMNBOM.CONFIGURABLE ID 'X' ; "
"BOM                            ","PICKFROMLOCATION               ","COMMENT ON COLUMNBOM.PICKFROMLOCATION ID 'X' ; "
"BOM                            ","ESTIMATEDDURATION              ","COMMENT ON COLUMNBOM.ESTIMATEDDURATION ID 'X' ; "
"BOM                            ","STATISTICSDATERANGE            ","COMMENT ON COLUMNBOM.STATISTICSDATERANGE ID 'X' ; "
"BOM                            ","DATECREATED                    ","COMMENT ON COLUMNBOM.DATECREATED ID 'X' ; "
"BOM                            ","DATELASTMODIFIED               ","COMMENT ON COLUMNBOM.DATELASTMODIFIED ID 'X' ; "
"BOM                            ","USERID                         ","COMMENT ON COLUMNBOM.USERID ID 'X' ; "
"BOM                            ","QBCLASSID                      ","COMMENT ON COLUMNBOM.QBCLASSID ID 'X' ; "
"BOMAUTOCREATETYPE              ","ID                             ","COMMENT ON COLUMNBOMAUTOCREATETYPE.ID ID 'X' ; "
"BOMAUTOCREATETYPE              ","NAME                           ","COMMENT ON COLUMNBOMAUTOCREATETYPE.NAME ID 'X' ; "
"BOMITEM                        ","ID                             ","COMMENT ON COLUMNBOMITEM.ID ID 'X' ; "
"BOMITEM                        ","DESCRIPTION                    ","COMMENT ON COLUMNBOMITEM.DESCRIPTION ID 'X' ; "
"BOMITEM                        ","BOMID                          ","COMMENT ON COLUMNBOMITEM.BOMID ID 'X' ; "
"BOMITEM                        ","TYPEID                         ","COMMENT ON COLUMNBOMITEM.TYPEID ID 'X' ; "
"BOMITEM                        ","PARTID                         ","COMMENT ON COLUMNBOMITEM.PARTID ID 'X' ; "
"BOMITEM                        ","QUANTITY                       ","COMMENT ON COLUMNBOMITEM.QUANTITY ID 'X' ; "
"BOMITEM                        ","UOMID                          ","COMMENT ON COLUMNBOMITEM.UOMID ID 'X' ; "
"BOMITEM                        ","PRICEADJUSTMENT                ","COMMENT ON COLUMNBOMITEM.PRICEADJUSTMENT ID 'X' ; "
"BOMITEM                        ","ONETIMEITEM                    ","COMMENT ON COLUMNBOMITEM.ONETIMEITEM ID 'X' ; "
"BOMITEM                        ","STAGE                          ","COMMENT ON COLUMNBOMITEM.STAGE ID 'X' ; "
"BOMITEM                        ","STAGEBOMID                     ","COMMENT ON COLUMNBOMITEM.STAGEBOMID ID 'X' ; "
"BOMITEM                        ","ADDTOSERVICE                   ","COMMENT ON COLUMNBOMITEM.ADDTOSERVICE ID 'X' ; "
"BOMITEM                        ","PRODUCTID                      ","COMMENT ON COLUMNBOMITEM.PRODUCTID ID 'X' ; "
"BOMITEM                        ","SORTIDCONFIG                   ","COMMENT ON COLUMNBOMITEM.SORTIDCONFIG ID 'X' ; "
"BOMITEM                        ","INSTRUCTIONURL                 ","COMMENT ON COLUMNBOMITEM.INSTRUCTIONURL ID 'X' ; "
"BOMITEM                        ","INSTRUCTIONNOTE                ","COMMENT ON COLUMNBOMITEM.INSTRUCTIONNOTE ID 'X' ; "
"BOMITEM                        ","SORTIDINSTRUCT                 ","COMMENT ON COLUMNBOMITEM.SORTIDINSTRUCT ID 'X' ; "
"BOMITEM                        ","VARIABLEQTY                    ","COMMENT ON COLUMNBOMITEM.VARIABLEQTY ID 'X' ; "
"BOMITEM                        ","MINQTY                         ","COMMENT ON COLUMNBOMITEM.MINQTY ID 'X' ; "
"BOMITEM                        ","MAXQTY                         ","COMMENT ON COLUMNBOMITEM.MAXQTY ID 'X' ; "
"BOMITEM                        ","GROUPDEFAULT                   ","COMMENT ON COLUMNBOMITEM.GROUPDEFAULT ID 'X' ; "
"BOMITEM                        ","BOMITEMGROUPID                 ","COMMENT ON COLUMNBOMITEM.BOMITEMGROUPID ID 'X' ; "
"BOMITEM                        ","USEITEMLOCATION                ","COMMENT ON COLUMNBOMITEM.USEITEMLOCATION ID 'X' ; "
"BOMITEMGROUP                   ","ID                             ","COMMENT ON COLUMNBOMITEMGROUP.ID ID 'X' ; "
"BOMITEMGROUP                   ","BOMID                          ","COMMENT ON COLUMNBOMITEMGROUP.BOMID ID 'X' ; "
"BOMITEMGROUP                   ","NAME                           ","COMMENT ON COLUMNBOMITEMGROUP.NAME ID 'X' ; "
"BOMITEMGROUP                   ","PROMPT                         ","COMMENT ON COLUMNBOMITEMGROUP.PROMPT ID 'X' ; "
"BOMITEMGROUP                   ","SORTORDER                      ","COMMENT ON COLUMNBOMITEMGROUP.SORTORDER ID 'X' ; "
"BOMITEMTOLOCATION              ","ID                             ","COMMENT ON COLUMNBOMITEMTOLOCATION.ID ID 'X' ; "
"BOMITEMTOLOCATION              ","BOMITEMID                      ","COMMENT ON COLUMNBOMITEMTOLOCATION.BOMITEMID ID 'X' ; "
"BOMITEMTOLOCATION              ","LOCATIONID                     ","COMMENT ON COLUMNBOMITEMTOLOCATION.LOCATIONID ID 'X' ; "
"BOMITEMTOLOCATION              ","LOCATIONGROUPID                ","COMMENT ON COLUMNBOMITEMTOLOCATION.LOCATIONGROUPID ID 'X' ; "
"BOMITEMTYPE                    ","ID                             ","COMMENT ON COLUMNBOMITEMTYPE.ID ID 'X' ; "
"BOMITEMTYPE                    ","NAME                           ","COMMENT ON COLUMNBOMITEMTYPE.NAME ID 'X' ; "
"BOMTOLOCATION                  ","ID                             ","COMMENT ON COLUMNBOMTOLOCATION.ID ID 'X' ; "
"BOMTOLOCATION                  ","BOMID                          ","COMMENT ON COLUMNBOMTOLOCATION.BOMID ID 'X' ; "
"BOMTOLOCATION                  ","LOCATIONID                     ","COMMENT ON COLUMNBOMTOLOCATION.LOCATIONID ID 'X' ; "
"BOMTOLOCATION                  ","LOCATIONGROUPID                ","COMMENT ON COLUMNBOMTOLOCATION.LOCATIONGROUPID ID 'X' ; "
"CALCATEGORY                    ","ID                             ","COMMENT ON COLUMNCALCATEGORY.ID ID 'X' ; "
"CALCATEGORY                    ","NAME                           ","COMMENT ON COLUMNCALCATEGORY.NAME ID 'X' ; "
"CALCATEGORY                    ","PARENTID                       ","COMMENT ON COLUMNCALCATEGORY.PARENTID ID 'X' ; "
"CALCATEGORY                    ","READONLY                       ","COMMENT ON COLUMNCALCATEGORY.READONLY ID 'X' ; "
"CALCATEGORY                    ","DATECREATED                    ","COMMENT ON COLUMNCALCATEGORY.DATECREATED ID 'X' ; "
"CALCATEGORY                    ","DATELASTMODIFIED               ","COMMENT ON COLUMNCALCATEGORY.DATELASTMODIFIED ID 'X' ; "
"CALCATEGORY                    ","LASTCHANGEDUSERID              ","COMMENT ON COLUMNCALCATEGORY.LASTCHANGEDUSERID ID 'X' ; "
"CALCATEGORY                    ","COLOR                          ","COMMENT ON COLUMNCALCATEGORY.COLOR ID 'X' ; "
"CALEVENT                       ","ID                             ","COMMENT ON COLUMNCALEVENT.ID ID 'X' ; "
"CALEVENT                       ","NAME                           ","COMMENT ON COLUMNCALEVENT.NAME ID 'X' ; "
"CALEVENT                       ","LOCATION                       ","COMMENT ON COLUMNCALEVENT.LOCATION ID 'X' ; "
"CALEVENT                       ","DATESTART                      ","COMMENT ON COLUMNCALEVENT.DATESTART ID 'X' ; "
"CALEVENT                       ","DATEEND                        ","COMMENT ON COLUMNCALEVENT.DATEEND ID 'X' ; "
"CALEVENT                       ","NOTE                           ","COMMENT ON COLUMNCALEVENT.NOTE ID 'X' ; "
"CALEVENT                       ","DATECREATED                    ","COMMENT ON COLUMNCALEVENT.DATECREATED ID 'X' ; "
"CALEVENT                       ","DATELASTMODIFIED               ","COMMENT ON COLUMNCALEVENT.DATELASTMODIFIED ID 'X' ; "
"CALEVENT                       ","LASTCHANGEDUSERID              ","COMMENT ON COLUMNCALEVENT.LASTCHANGEDUSERID ID 'X' ; "
"CALEVENT                       ","ALLDAY                         ","COMMENT ON COLUMNCALEVENT.ALLDAY ID 'X' ; "
"CALEVENT                       ","CALCATEGORYID                  ","COMMENT ON COLUMNCALEVENT.CALCATEGORYID ID 'X' ; "
"CARRIER                        ","ID                             ","COMMENT ON COLUMNCARRIER.ID ID 'X' ; "
"CARRIER                        ","NAME                           ","COMMENT ON COLUMNCARRIER.NAME ID 'X' ; "
"CARRIER                        ","DESCRIPTION                    ","COMMENT ON COLUMNCARRIER.DESCRIPTION ID 'X' ; "
"CARRIER                        ","READONLY                       ","COMMENT ON COLUMNCARRIER.READONLY ID 'X' ; "
"CARRIER                        ","ACTIVEFLAG                     ","COMMENT ON COLUMNCARRIER.ACTIVEFLAG ID 'X' ; "
"CARRIER                        ","SCAC                           ","COMMENT ON COLUMNCARRIER.SCAC ID 'X' ; "
"COMPANY                        ","ID                             ","COMMENT ON COLUMNCOMPANY.ID ID 'X' ; "
"COMPANY                        ","ACCOUNTID                      ","COMMENT ON COLUMNCOMPANY.ACCOUNTID ID 'X' ; "
"COMPANY                        ","DEFAULTCARRIERID               ","COMMENT ON COLUMNCOMPANY.DEFAULTCARRIERID ID 'X' ; "
"COMPANY                        ","NAME                           ","COMMENT ON COLUMNCOMPANY.NAME ID 'X' ; "
"COMPANY                        ","DATEENTERED                    ","COMMENT ON COLUMNCOMPANY.DATEENTERED ID 'X' ; "
"COMPANY                        ","DATELASTMODIFIED               ","COMMENT ON COLUMNCOMPANY.DATELASTMODIFIED ID 'X' ; "
"COMPANY                        ","LASTCHANGEDUSER                ","COMMENT ON COLUMNCOMPANY.LASTCHANGEDUSER ID 'X' ; "
"COMPANY                        ","DEFAULTFLAG                    ","COMMENT ON COLUMNCOMPANY.DEFAULTFLAG ID 'X' ; "
"COMPANY                        ","TAXEXEMPT                      ","COMMENT ON COLUMNCOMPANY.TAXEXEMPT ID 'X' ; "
"COMPANY                        ","TAXEXEMPTNUMBER                ","COMMENT ON COLUMNCOMPANY.TAXEXEMPTNUMBER ID 'X' ; "
"COMPANY                        ","EANUCCPREFIX                   ","COMMENT ON COLUMNCOMPANY.EANUCCPREFIX ID 'X' ; "
"COMPANY                        ","ABN                            ","COMMENT ON COLUMNCOMPANY.ABN ID 'X' ; "
"CONTACT                        ","ID                             ","COMMENT ON COLUMNCONTACT.ID ID 'X' ; "
"CONTACT                        ","ACCOUNTID                      ","COMMENT ON COLUMNCONTACT.ACCOUNTID ID 'X' ; "
"CONTACT                        ","ADDRESSID                      ","COMMENT ON COLUMNCONTACT.ADDRESSID ID 'X' ; "
"CONTACT                        ","TYPEID                         ","COMMENT ON COLUMNCONTACT.TYPEID ID 'X' ; "
"CONTACT                        ","DATUS                          ","COMMENT ON COLUMNCONTACT.DATUS ID 'X' ; "
"CONTACT                        ","DEFAULTFLAG                    ","COMMENT ON COLUMNCONTACT.DEFAULTFLAG ID 'X' ; "
"CONTACT                        ","CONTACTNAME                    ","COMMENT ON COLUMNCONTACT.CONTACTNAME ID 'X' ; "
"CONTACTTYPE                    ","ID                             ","COMMENT ON COLUMNCONTACTTYPE.ID ID 'X' ; "
"CONTACTTYPE                    ","NAME                           ","COMMENT ON COLUMNCONTACTTYPE.NAME ID 'X' ; "
"COSTLAYER                      ","ID                             ","COMMENT ON COLUMNCOSTLAYER.ID ID 'X' ; "
"COSTLAYER                      ","PARTID                         ","COMMENT ON COLUMNCOSTLAYER.PARTID ID 'X' ; "
"COSTLAYER                      ","TABLEID                        ","COMMENT ON COLUMNCOSTLAYER.TABLEID ID 'X' ; "
"COSTLAYER                      ","RECORDID                       ","COMMENT ON COLUMNCOSTLAYER.RECORDID ID 'X' ; "
"COSTLAYER                      ","DATECREATED                    ","COMMENT ON COLUMNCOSTLAYER.DATECREATED ID 'X' ; "
"COSTLAYER                      ","DATELASTMODIFIED               ","COMMENT ON COLUMNCOSTLAYER.DATELASTMODIFIED ID 'X' ; "
"COSTLAYER                      ","STATUSID                       ","COMMENT ON COLUMNCOSTLAYER.STATUSID ID 'X' ; "
"COSTLAYER                      ","ORGQTY                         ","COMMENT ON COLUMNCOSTLAYER.ORGQTY ID 'X' ; "
"COSTLAYER                      ","QTY                            ","COMMENT ON COLUMNCOSTLAYER.QTY ID 'X' ; "
"COSTLAYER                      ","ORGTOTALCOST                   ","COMMENT ON COLUMNCOSTLAYER.ORGTOTALCOST ID 'X' ; "
"COSTLAYER                      ","TOTALCOST                      ","COMMENT ON COLUMNCOSTLAYER.TOTALCOST ID 'X' ; "
"COSTLAYERSTATUS                ","ID                             ","COMMENT ON COLUMNCOSTLAYERSTATUS.ID ID 'X' ; "
"COSTLAYERSTATUS                ","NAME                           ","COMMENT ON COLUMNCOSTLAYERSTATUS.NAME ID 'X' ; "
"COUNTRYCONST                   ","ID                             ","COMMENT ON COLUMNCOUNTRYCONST.ID ID 'X' ; "
"COUNTRYCONST                   ","ABBREVIATION                   ","COMMENT ON COLUMNCOUNTRYCONST.ABBREVIATION ID 'X' ; "
"COUNTRYCONST                   ","NAME                           ","COMMENT ON COLUMNCOUNTRYCONST.NAME ID 'X' ; "
"COUNTRYCONST                   ","UPS                            ","COMMENT ON COLUMNCOUNTRYCONST.UPS ID 'X' ; "
"CURRENCY                       ","ID                             ","COMMENT ON COLUMNCURRENCY.ID ID 'X' ; "
"CURRENCY                       ","NAME                           ","COMMENT ON COLUMNCURRENCY.NAME ID 'X' ; "
"CURRENCY                       ","CODE                           ","COMMENT ON COLUMNCURRENCY.CODE ID 'X' ; "
"CURRENCY                       ","RATE                           ","COMMENT ON COLUMNCURRENCY.RATE ID 'X' ; "
"CURRENCY                       ","ACTIVEFLAG                     ","COMMENT ON COLUMNCURRENCY.ACTIVEFLAG ID 'X' ; "
"CURRENCY                       ","LASTCHANGEDUSERID              ","COMMENT ON COLUMNCURRENCY.LASTCHANGEDUSERID ID 'X' ; "
"CURRENCY                       ","DATECREATED                    ","COMMENT ON COLUMNCURRENCY.DATECREATED ID 'X' ; "
"CURRENCY                       ","DATELASTMODIFIED               ","COMMENT ON COLUMNCURRENCY.DATELASTMODIFIED ID 'X' ; "
"CURRENCY                       ","SYMBOL                         ","COMMENT ON COLUMNCURRENCY.SYMBOL ID 'X' ; "
"CUSTOMDECIMAL                  ","ID                             ","COMMENT ON COLUMNCUSTOMDECIMAL.ID ID 'X' ; "
"CUSTOMDECIMAL                  ","CUSTOMFIELDID                  ","COMMENT ON COLUMNCUSTOMDECIMAL.CUSTOMFIELDID ID 'X' ; "
"CUSTOMDECIMAL                  ","INFO                           ","COMMENT ON COLUMNCUSTOMDECIMAL.INFO ID 'X' ; "
"CUSTOMDECIMAL                  ","RECORDID                       ","COMMENT ON COLUMNCUSTOMDECIMAL.RECORDID ID 'X' ; "
"CUSTOMER                       ","ID                             ","COMMENT ON COLUMNCUSTOMER.ID ID 'X' ; "
"CUSTOMER                       ","DATECREATED                    ","COMMENT ON COLUMNCUSTOMER.DATECREATED ID 'X' ; "
"CUSTOMER                       ","DATELASTMODIFIED               ","COMMENT ON COLUMNCUSTOMER.DATELASTMODIFIED ID 'X' ; "
"CUSTOMER                       ","ACCOUNTID                      ","COMMENT ON COLUMNCUSTOMER.ACCOUNTID ID 'X' ; "
"CUSTOMER                       ","STATUSID                       ","COMMENT ON COLUMNCUSTOMER.STATUSID ID 'X' ; "
"CUSTOMER                       ","DEFAULTPAYMENTTERMSID          ","COMMENT ON COLUMNCUSTOMER.DEFAULTPAYMENTTERMSID ID 'X' ; "
"CUSTOMER                       ","DEFAULTSHIPTERMSID             ","COMMENT ON COLUMNCUSTOMER.DEFAULTSHIPTERMSID ID 'X' ; "
"CUSTOMER                       ","NAME                           ","COMMENT ON COLUMNCUSTOMER.NAME ID 'X' ; "
"CUSTOMER                       ","LASTCHANGEDUSER                ","COMMENT ON COLUMNCUSTOMER.LASTCHANGEDUSER ID 'X' ; "
"CUSTOMER                       ","TAXEXEMPT                      ","COMMENT ON COLUMNCUSTOMER.TAXEXEMPT ID 'X' ; "
"CUSTOMER                       ","TAXEXEMPTNUMBER                ","COMMENT ON COLUMNCUSTOMER.TAXEXEMPTNUMBER ID 'X' ; "
"CUSTOMER                       ","NOTE                           ","COMMENT ON COLUMNCUSTOMER.NOTE ID 'X' ; "
"CUSTOMER                       ","SYSUSERID                      ","COMMENT ON COLUMNCUSTOMER.SYSUSERID ID 'X' ; "
"CUSTOMER                       ","TAXRATEID                      ","COMMENT ON COLUMNCUSTOMER.TAXRATEID ID 'X' ; "
"CUSTOMER                       ","ACTIVEFLAG                     ","COMMENT ON COLUMNCUSTOMER.ACTIVEFLAG ID 'X' ; "
"CUSTOMER                       ","ACCOUNTINGID                   ","COMMENT ON COLUMNCUSTOMER.ACCOUNTINGID ID 'X' ; "
"CUSTOMER                       ","ACCOUNTINGHASH                 ","COMMENT ON COLUMNCUSTOMER.ACCOUNTINGHASH ID 'X' ; "
"CUSTOMER                       ","DEFAULTSALESMANID              ","COMMENT ON COLUMNCUSTOMER.DEFAULTSALESMANID ID 'X' ; "
"CUSTOMER                       ","NUMBER                         ","COMMENT ON COLUMNCUSTOMER.NUMBER ID 'X' ; "
"CUSTOMER                       ","DEFAULTCARRIERID               ","COMMENT ON COLUMNCUSTOMER.DEFAULTCARRIERID ID 'X' ; "
"CUSTOMER                       ","CREDITLIMIT                    ","COMMENT ON COLUMNCUSTOMER.CREDITLIMIT ID 'X' ; "
"CUSTOMER                       ","PARENTID                       ","COMMENT ON COLUMNCUSTOMER.PARENTID ID 'X' ; "
"CUSTOMER                       ","JOBDEPTH                       ","COMMENT ON COLUMNCUSTOMER.JOBDEPTH ID 'X' ; "
"CUSTOMER                       ","URL                            ","COMMENT ON COLUMNCUSTOMER.URL ID 'X' ; "
"CUSTOMER                       ","PIPELINEACCOUNTNUM             ","COMMENT ON COLUMNCUSTOMER.PIPELINEACCOUNTNUM ID 'X' ; "
"CUSTOMER                       ","DEFAULTSHIPSERVICEID           ","COMMENT ON COLUMNCUSTOMER.DEFAULTSHIPSERVICEID ID 'X' ; "
"CUSTOMERINCLTYPE               ","ID                             ","COMMENT ON COLUMNCUSTOMERINCLTYPE.ID ID 'X' ; "
"CUSTOMERINCLTYPE               ","NAME                           ","COMMENT ON COLUMNCUSTOMERINCLTYPE.NAME ID 'X' ; "
"CUSTOMERPARTS                  ","ID                             ","COMMENT ON COLUMNCUSTOMERPARTS.ID ID 'X' ; "
"CUSTOMERPARTS                  ","PRODUCTID                      ","COMMENT ON COLUMNCUSTOMERPARTS.PRODUCTID ID 'X' ; "
"CUSTOMERPARTS                  ","CUSTOMERID                     ","COMMENT ON COLUMNCUSTOMERPARTS.CUSTOMERID ID 'X' ; "
"CUSTOMERPARTS                  ","CUSTOMERPARTNUMBER             ","COMMENT ON COLUMNCUSTOMERPARTS.CUSTOMERPARTNUMBER ID 'X' ; "
"CUSTOMERPARTS                  ","DATECREATED                    ","COMMENT ON COLUMNCUSTOMERPARTS.DATECREATED ID 'X' ; "
"CUSTOMERPARTS                  ","DATELASTMODIFIED               ","COMMENT ON COLUMNCUSTOMERPARTS.DATELASTMODIFIED ID 'X' ; "
"CUSTOMERPARTS                  ","LASTCHANGEDUSERID              ","COMMENT ON COLUMNCUSTOMERPARTS.LASTCHANGEDUSERID ID 'X' ; "
"CUSTOMERPARTS                  ","DATELASTPURCHASED              ","COMMENT ON COLUMNCUSTOMERPARTS.DATELASTPURCHASED ID 'X' ; "
"CUSTOMERPARTS                  ","LASTPRICE                      ","COMMENT ON COLUMNCUSTOMERPARTS.LASTPRICE ID 'X' ; "
"CUSTOMERSTATUS                 ","ID                             ","COMMENT ON COLUMNCUSTOMERSTATUS.ID ID 'X' ; "
"CUSTOMERSTATUS                 ","NAME                           ","COMMENT ON COLUMNCUSTOMERSTATUS.NAME ID 'X' ; "
"CUSTOMFIELD                    ","ID                             ","COMMENT ON COLUMNCUSTOMFIELD.ID ID 'X' ; "
"CUSTOMFIELD                    ","NAME                           ","COMMENT ON COLUMNCUSTOMFIELD.NAME ID 'X' ; "
"CUSTOMFIELD                    ","DESCRIPTION                    ","COMMENT ON COLUMNCUSTOMFIELD.DESCRIPTION ID 'X' ; "
"CUSTOMFIELD                    ","SORTORDER                      ","COMMENT ON COLUMNCUSTOMFIELD.SORTORDER ID 'X' ; "
"CUSTOMFIELD                    ","CUSTOMFIELDTYPEID              ","COMMENT ON COLUMNCUSTOMFIELD.CUSTOMFIELDTYPEID ID 'X' ; "
"CUSTOMFIELD                    ","TABLEID                        ","COMMENT ON COLUMNCUSTOMFIELD.TABLEID ID 'X' ; "
"CUSTOMFIELD                    ","LISTID                         ","COMMENT ON COLUMNCUSTOMFIELD.LISTID ID 'X' ; "
"CUSTOMFIELD                    ","REQUIRED                       ","COMMENT ON COLUMNCUSTOMFIELD.REQUIRED ID 'X' ; "
"CUSTOMFIELD                    ","ACTIVEFLAG                     ","COMMENT ON COLUMNCUSTOMFIELD.ACTIVEFLAG ID 'X' ; "
"CUSTOMFIELDTYPE                ","ID                             ","COMMENT ON COLUMNCUSTOMFIELDTYPE.ID ID 'X' ; "
"CUSTOMFIELDTYPE                ","NAME                           ","COMMENT ON COLUMNCUSTOMFIELDTYPE.NAME ID 'X' ; "
"CUSTOMFIELDTYPE                ","DESCRIPTION                    ","COMMENT ON COLUMNCUSTOMFIELDTYPE.DESCRIPTION ID 'X' ; "
"CUSTOMFIELDTYPE                ","TABLEID                        ","COMMENT ON COLUMNCUSTOMFIELDTYPE.TABLEID ID 'X' ; "
"CUSTOMINTEGER                  ","ID                             ","COMMENT ON COLUMNCUSTOMINTEGER.ID ID 'X' ; "
